,timestamp,date,messages,change,close,high,low,open,stock,volume
0,2014-11-13,2014-11-13 00:00:00,3624.0,-2.5,40.04,43.95,39.95,43.55,twtr,67136830
1,2014-11-14,2014-11-14 00:00:00,4360.0,1.8100000000000023,41.85,41.85,39.77,40.02,twtr,32997700
2,2014-11-15,2014-11-15 00:00:00,4423.0,1.8100000000000023,41.85,41.85,39.77,40.02,twtr,32997700
3,2014-11-16,2014-11-16 00:00:00,4414.0,1.8100000000000023,41.85,41.85,39.77,40.02,twtr,32997700
4,2014-11-17,2014-11-17 00:00:00,4383.0,-1.3800000000000026,40.47,41.68,40.41,41.46,twtr,20614710
5,2014-11-18,2014-11-18 00:00:00,4165.0,0.14000000000000057,40.61,41.17,39.95,40.69,twtr,18586380
6,2014-11-19,2014-11-19 00:00:00,3952.0,-0.8999999999999986,39.71,40.47,39.21,40.35,twtr,18987510
7,2014-11-20,2014-11-20 00:00:00,2738.0,0.10000000000000142,39.81,40.55,39.32,39.49,twtr,13701700
8,2014-11-21,2014-11-21 00:00:00,1706.0,0.21999999999999886,40.03,40.28,39.8,40.25,twtr,12042670
9,2014-11-22,2014-11-22 00:00:00,1500.0,0.21999999999999886,40.03,40.28,39.8,40.25,twtr,12042670
10,2014-11-23,2014-11-23 00:00:00,1490.0,0.21999999999999886,40.03,40.28,39.8,40.25,twtr,12042670
11,2014-11-24,2014-11-24 00:00:00,1517.0,0.1599999999999966,40.19,40.47,39.58,39.99,twtr,15145970
12,2014-11-25,2014-11-25 00:00:00,1517.0,-0.4299999999999997,39.76,40.3,39.56,40.12,twtr,16136120
13,2014-11-26,2014-11-26 00:00:00,1743.0,1.3700000000000045,41.13,41.56,39.74,39.83,twtr,23770820
14,2014-11-27,2014-11-27 00:00:00,1612.0,1.3700000000000045,41.13,41.56,39.74,39.83,twtr,23770820
15,2014-11-28,2014-11-28 00:00:00,1555.0,0.6099999999999994,41.74,42.08,40.83,41.09,twtr,11113910
16,2014-11-29,2014-11-29 00:00:00,1472.0,0.6099999999999994,41.74,42.08,40.83,41.09,twtr,11113910
17,2014-11-30,2014-11-30 00:00:00,1466.0,0.6099999999999994,41.74,42.08,40.83,41.09,twtr,11113910
18,2014-12-01,2014-12-01 00:00:00,1545.0,-2.700000000000003,39.04,41.29,39,41.29,twtr,22099040
19,2014-12-02,2014-12-02 00:00:00,1680.0,-0.13000000000000256,38.91,39.4,38.33,39.4,twtr,16412220
20,2014-12-03,2014-12-03 00:00:00,1445.0,0.15000000000000568,39.06,39.42,38.38,39,twtr,13206740
21,2014-12-04,2014-12-04 00:00:00,1502.0,-0.2700000000000031,38.79,39.66,38.62,38.8,twtr,13017620
22,2014-12-05,2014-12-05 00:00:00,1600.0,-0.29999999999999716,38.49,39.07,38.35,38.97,twtr,12530850
23,2014-12-06,2014-12-06 00:00:00,1671.0,-0.29999999999999716,38.49,39.07,38.35,38.97,twtr,12530850
24,2014-12-07,2014-12-07 00:00:00,1679.0,-0.29999999999999716,38.49,39.07,38.35,38.97,twtr,12530850
25,2014-12-08,2014-12-08 00:00:00,1790.0,-2.200000000000003,36.29,38.12,35.75,38.08,twtr,30052710
26,2014-12-09,2014-12-09 00:00:00,2094.0,0.759999999999998,37.05,37.09,34.62,34.97,twtr,20473340
27,2014-12-10,2014-12-10 00:00:00,2201.0,-0.6999999999999957,36.35,37.78,36.25,36.91,twtr,16477340
28,2014-12-11,2014-12-11 00:00:00,2236.0,0.3500000000000014,36.7,37.23,36.25,36.45,twtr,15699590
29,2014-12-12,2014-12-12 00:00:00,2261.0,0.3999999999999986,37.1,37.71,36.1,36.31,twtr,15201550
30,2014-12-13,2014-12-13 00:00:00,2198.0,0.3999999999999986,37.1,37.71,36.1,36.31,twtr,15201550
31,2014-12-14,2014-12-14 00:00:00,2197.0,0.3999999999999986,37.1,37.71,36.1,36.31,twtr,15201550
32,2014-12-15,2014-12-15 00:00:00,2206.0,-0.25,36.85,38.38,36.73,38.13,twtr,16799550
33,2014-12-16,2014-12-16 00:00:00,1622.0,-1.7199999999999989,35.13,36.71,35.09,36.5,twtr,19181720
34,2014-12-17,2014-12-17 00:00:00,1556.0,0.4399999999999977,35.57,35.9,34.95,35.56,twtr,18525850
35,2014-12-18,2014-12-18 00:00:00,1500.0,1.1599999999999966,36.73,37.27,35.95,36.13,twtr,19075580
36,2014-12-19,2014-12-19 00:00:00,1433.0,0.3500000000000014,37.08,37.45,36.5,36.7,twtr,16005380
37,2014-12-20,2014-12-20 00:00:00,1332.0,0.3500000000000014,37.08,37.45,36.5,36.7,twtr,16005380
38,2014-12-21,2014-12-21 00:00:00,1335.0,0.3500000000000014,37.08,37.45,36.5,36.7,twtr,16005380
39,2014-12-22,2014-12-22 00:00:00,1371.0,1.3500000000000014,38.43,38.82,37.31,37.5,twtr,20047030
40,2014-12-23,2014-12-23 00:00:00,1393.0,-0.8599999999999994,37.57,39.25,37.46,38.58,twtr,16848500
41,2014-12-24,2014-12-24 00:00:00,1272.0,0.03999999999999915,37.61,38.35,37.56,37.67,twtr,6263320
42,2014-12-25,2014-12-25 00:00:00,1074.0,0.03999999999999915,37.61,38.35,37.56,37.67,twtr,6263320
43,2014-12-26,2014-12-26 00:00:00,947.0,-0.00999999999999801,37.6,38.1,37.54,37.76,twtr,7311641
44,2014-12-27,2014-12-27 00:00:00,953.0,-0.00999999999999801,37.6,38.1,37.54,37.76,twtr,7311641
45,2014-12-28,2014-12-28 00:00:00,943.0,-0.00999999999999801,37.6,38.1,37.54,37.76,twtr,7311641
46,2014-12-29,2014-12-29 00:00:00,971.0,-1.1799999999999997,36.42,37.51,36.38,37.39,twtr,13540790
47,2014-12-30,2014-12-30 00:00:00,882.0,-0.5600000000000023,35.86,36.239,35.46,36.02,twtr,19457130
48,2014-12-31,2014-12-31 00:00:00,867.0,0.00999999999999801,35.87,36.49,35.47,35.89,twtr,17637920
49,2015-01-01,2015-01-01 00:00:00,961.0,0.00999999999999801,35.87,36.49,35.47,35.89,twtr,17637920
50,2015-01-02,2015-01-02 00:00:00,993.0,0.6900000000000048,36.56,36.74,35.5401,36.23,twtr,12008030
51,2015-01-03,2015-01-03 00:00:00,1017.0,0.6900000000000048,36.56,36.74,35.5401,36.23,twtr,12008030
52,2015-01-04,2015-01-04 00:00:00,1031.0,0.6900000000000048,36.56,36.74,35.5401,36.23,twtr,12008030
53,2015-01-05,2015-01-05 00:00:00,1040.0,-0.17999999999999972,36.38,37.11,35.64,36.26,twtr,15020050
54,2015-01-06,2015-01-06 00:00:00,993.0,2.3799999999999955,38.76,39.45,36.04,36.27,twtr,32966940
55,2015-01-07,2015-01-07 00:00:00,1614.0,-1.4799999999999969,37.28,39.1,37.06,39.1,twtr,22636580
56,2015-01-08,2015-01-08 00:00:00,1785.0,1.8100000000000023,39.09,39.19,37.09,37.42,twtr,19036600
57,2015-01-09,2015-01-09 00:00:00,2087.0,1.0799999999999983,40.17,40.34,38.255,39.22,twtr,24668210
58,2015-01-10,2015-01-10 00:00:00,2432.0,1.0799999999999983,40.17,40.34,38.255,39.22,twtr,24668210
59,2015-01-11,2015-01-11 00:00:00,2451.0,1.0799999999999983,40.17,40.34,38.255,39.22,twtr,24668210
60,2015-01-12,2015-01-12 00:00:00,2524.0,-0.6300000000000026,39.54,40.95,39.3,40.28,twtr,"22,245,821"
